"Rk","Team","Span.Started","Span.Ended","Final.Record","Postseason","G","W","L","W.L.","MP","AST","STL","BLK","TOV","PF","AST_opp","STL_opp","BLK_opp","TOV_opp","PF_opp","MP_opp","FG","FGA","FG.","X2P","X2PA","X2P.","X3P","X3PA","X3P.","FT","FTA","FT.","PTS","FG_opp","FGA_opp","FG._opp","X2P_opp","X2PA_opp","X2P._opp","X3P_opp","X3PA_opp","X3P._opp","FT_opp","FTA_opp","FT._opp","PTS_opp","ORB","DRB","TRB","ORB_opp","DRB_opp","TRB_opp","ORB_perc","TRB_perc","ORB_perc_opp","TRB_perc_opp","AST_perc","STL_perc","BLK_perc","TOV_perc","AST_perc_opp","STL_perc_opp","BLK_perc_opp","TOV_perc_opp","ORtg","FTr","X3PAr","TS_perc","eFG_perc","FTtoFGA","ORtg_opp","FTr_opp","X3PAr_opp","TS_perc_opp","eFG_perc_opp","FTtoFGA_opp","Y"
98,"PHI","2020-12-23","2021-03-20",0.680555555555556,"Division Champ",42,29,13,0.69,242.380952380952,23.8095238095238,8.80952380952381,6.28571428571429,14.6190476190476,20.2380952380952,23.7142857142857,7.57142857142857,4.54761904761905,14.547619047619,21.2380952380952,242.380952380952,42.2142857142857,87.8333333333333,0.481,31.4047619047619,58.6428571428571,0.536,10.8095238095238,29.1904761904762,0.37,20.2142857142857,25.8095238095238,0.783,115.452380952381,40.1904761904762,89.2857142857143,0.0107142857142857,27.9761904761905,55.4761904761905,0.504,12.2142857142857,33.8095238095238,0.361,17.3333333333333,22.5238095238095,0.77,109.928571428571,10.3809523809524,36.2142857142857,46.5952380952381,9.76190476190476,32.4523809523809,42.2142857142857,24.2,47.5,21.2,47.5,56.4,8.7,11.3,12.8,59,7.5,7.8,12.8,114,0.294,0.332,0.582,0.542,0.23,108.6,0.252,0.379,0.554,0.519,0.194,"B"
99,"CHO","2018-10-17","2019-01-12",0.475609756097561,"",42,19,23,0.452,242.97619047619,23.8095238095238,7.19047619047619,5.07142857142857,12.3095238095238,19.7142857142857,25.952380952381,7.26190476190476,6.85714285714286,13.6904761904762,21.4047619047619,242.97619047619,41,90.8333333333333,0.451,29.3333333333333,58.2380952380952,0.504,11.6666666666667,32.5952380952381,0.358,18.452380952381,23.4047619047619,0.788,112.119047619048,42.0238095238095,90.2857142857143,0.0110714285714286,30.0714285714286,56.0952380952381,0.536,11.952380952381,34.1904761904762,0.35,16.2619047619048,20.9761904761905,0.775,112.261904761905,9.95238095238095,34.6190476190476,44.5714285714286,10.3571428571429,36.0476190476191,46.4047619047619,21.6,51,23,51,58.1,7.1,9,10.9,61.8,7.2,11.8,12.1,111.3,0.258,0.359,0.554,0.516,0.203,111.5,0.232,0.379,0.564,0.532,0.18,"C"
100,"LAC","2013-10-29","2014-01-18",0.695121951219512,"Division Champ",42,28,14,0.667,241.785714285714,23.7380952380952,8.47619047619048,4.76190476190476,13.3809523809524,21.6904761904762,23.452380952381,6.76190476190476,3.16666666666667,15.1904761904762,23.8809523809524,241.785714285714,38.1190476190476,82.3809523809524,0.463,30.0238095238095,58.2142857142857,0.516,8.09523809523809,24.1666666666667,0.335,21.2857142857143,29.047619047619,0.733,105.619047619048,37.2619047619048,84.3095238095238,0.0105238095238095,30.2619047619048,63.4285714285714,0.477,7,20.8809523809524,0.335,18.5952380952381,24.8809523809524,0.747,100.119047619048,10.2142857142857,32.8809523809524,43.0952380952381,12.0238095238095,32.7380952380952,44.7619047619048,23.8,50.9,26.8,50.9,62.3,8.8,7.5,12.3,62.9,7,5.4,13.8,110,0.353,0.293,0.555,0.512,0.258,104.3,0.295,0.248,0.526,0.483,0.221,"B"
101,"UTA","2020-12-23","2021-03-22",0.722222222222222,"Division Champ",42,31,11,0.738,240.595238095238,23.6904761904762,6.52380952380952,5.52380952380952,13.6904761904762,18.8571428571429,22.5,7.47619047619048,4.07142857142857,11.2619047619048,19.7619047619048,240.595238095238,41.1666666666667,88.0238095238095,0.468,24.2619047619048,45.3333333333333,0.535,16.9047619047619,42.6904761904762,0.396,17.547619047619,22.4285714285714,0.782,116.785714285714,41.4047619047619,91.5714285714286,0.0107619047619048,30.452380952381,60.7380952380952,0.501,10.952380952381,30.8333333333333,0.355,14.7619047619048,18.9761904761905,0.778,108.52380952381,10.952380952381,36.8571428571429,47.8095238095238,9.97619047619048,32.5952380952381,42.5714285714286,25.2,47.1,21.3,47.1,57.5,6.6,9.1,12.3,54.3,7.6,9,10.1,118.6,0.255,0.485,0.597,0.564,0.199,110.2,0.207,0.337,0.543,0.512,0.161,"A"
102,"MIN","2013-10-30","2014-01-24",0.48780487804878,"",42,21,21,0.5,241.190476190476,23.6904761904762,9.21428571428571,3.21428571428571,13.2857142857143,17.5238095238095,22.7142857142857,7.71428571428571,5.80952380952381,16.3809523809524,22.8333333333333,241.190476190476,38.9285714285714,89.1428571428571,0.437,31.0952380952381,66.6428571428571,0.467,7.83333333333333,22.5,0.348,21.1666666666667,27.0714285714286,0.782,106.857142857143,40.2380952380952,85,0.0112619047619048,32.3809523809524,63.4285714285714,0.511,7.85714285714286,21.5714285714286,0.364,13.6666666666667,18.0238095238095,0.758,102,13.4285714285714,32.5714285714286,46,10.2142857142857,33.1904761904762,43.4047619047619,28.8,48.5,23.9,48.5,60.9,9.5,5.1,11.6,56.4,7.9,8.7,15,109.6,0.304,0.252,0.529,0.481,0.237,104.6,0.212,0.254,0.549,0.52,0.161,"C"
103,"LAC","2012-10-31","2013-01-21",0.682926829268293,"Division Champ",42,32,10,0.762,240.595238095238,23.6904761904762,10.452380952381,6.26190476190476,13.7380952380952,20.8095238095238,21.2619047619048,7.26190476190476,4.5,16.3571428571429,21.3333333333333,240.595238095238,38.4523809523809,81.1190476190476,0.474,31.1666666666667,60.5,0.515,7.28571428571429,20.6190476190476,0.353,17.3809523809524,24.4285714285714,0.712,101.571428571429,33.9523809523809,78.8809523809524,0.0102380952380952,26.5952380952381,58.5476190476191,0.454,7.35714285714286,20.3333333333333,0.362,17.7619047619048,23.8809523809524,0.744,93.0238095238095,11.547619047619,30.5952380952381,42.1428571428571,11.5952380952381,28.6666666666667,40.2619047619048,28.7,48.9,27.5,48.9,61.6,11.4,10.7,13,62.6,7.9,7.4,15.5,111,0.301,0.254,0.553,0.519,0.214,101.7,0.303,0.258,0.52,0.477,0.225,"B"
104,"ATL","2021-10-21","2022-01-15",0.524390243902439,"Playoffs",42,17,25,0.405,240,23.6666666666667,6.57142857142857,4.26190476190476,11.6428571428571,17.952380952381,26.0238095238095,7.30952380952381,4.61904761904762,11.1666666666667,19.6428571428571,240,40.4761904761905,87.9285714285714,0.46,28.0952380952381,54.6904761904762,0.514,12.3809523809524,33.2380952380952,0.372,17.1190476190476,21.4047619047619,0.8,110.452380952381,41.9047619047619,89.1904761904762,0.0111904761904762,28.8333333333333,52.9285714285714,0.545,13.0714285714286,36.2619047619048,0.36,15.0952380952381,18.8333333333333,0.802,111.97619047619,10.1428571428571,34.4285714285714,44.5714285714286,9.71428571428571,33.8333333333333,43.5476190476191,23.1,49.4,22,49.4,58.5,6.8,8.1,10.7,62.1,7.6,8.4,10.3,114.4,0.243,0.378,0.567,0.531,0.195,115.9,0.211,0.407,0.574,0.543,0.169,"C"
105,"BRK","2018-10-17","2019-01-07",0.51219512195122,"Playoffs",42,20,22,0.476,243.571428571429,23.6666666666667,6.59523809523809,3.95238095238095,14.3809523809524,22.1904761904762,22.8809523809524,7.61904761904762,4.78571428571429,12.8571428571429,21.7857142857143,243.571428571429,39.7619047619048,87.5238095238095,0.454,27.3809523809524,53.2142857142857,0.515,12.3809523809524,34.3095238095238,0.361,18.8333333333333,25.0714285714286,0.751,110.738095238095,42.0714285714286,89.3095238095238,0.0112142857142857,32.5238095238095,62.4047619047619,0.521,9.54761904761905,26.9047619047619,0.355,17.8571428571429,23.2857142857143,0.767,111.547619047619,11.1428571428571,33.8095238095238,44.9523809523809,10.2142857142857,33.8809523809524,44.0952380952381,24.7,49.5,23.2,49.5,59.5,6.6,6.3,12.7,54.4,7.7,9,11.4,111.3,0.286,0.392,0.562,0.525,0.215,112.1,0.261,0.301,0.56,0.525,0.2,"C"
106,"MIA","2018-10-17","2019-01-15",0.475609756097561,"",42,21,21,0.5,240.595238095238,23.6428571428571,7.66666666666667,5.97619047619048,14.0714285714286,21.452380952381,22.3095238095238,7.33333333333333,5.5,13.4047619047619,20.9047619047619,240.595238095238,39.0714285714286,88.8571428571429,0.44,27.2380952380952,55.5476190476191,0.49,11.8333333333333,33.3095238095238,0.355,16.1904761904762,23.3333333333333,0.694,106.166666666667,38.3095238095238,86.9761904761905,0.0104761904761905,27.0952380952381,55.6904761904762,0.487,11.2142857142857,31.2857142857143,0.358,18.2380952380952,23.952380952381,0.761,106.071428571429,11.952380952381,35.0238095238095,46.9761904761905,10.4285714285714,34.3571428571429,44.7857142857143,25.8,48.8,22.9,48.8,60.5,7.8,10.7,12.4,58.2,7.5,9.9,12.1,108.1,0.263,0.375,0.536,0.506,0.182,108,0.275,0.36,0.544,0.505,0.21,"C"
107,"LAC","2019-10-22","2020-01-16",0.680555555555556,"Playoffs",42,29,13,0.69,240.595238095238,23.6190476190476,7.52380952380952,5.07142857142857,14.9047619047619,22.0238095238095,23.0714285714286,8.19047619047619,4.88095238095238,14.5952380952381,23.3809523809524,240.595238095238,41.8333333333333,90,0.465,30.047619047619,57.2619047619048,0.525,11.7857142857143,32.7380952380952,0.36,20.3333333333333,25.9047619047619,0.785,115.785714285714,39.1904761904762,89.6666666666667,0.0104047619047619,27.2857142857143,55.1190476190476,0.495,11.9047619047619,34.5476190476191,0.345,18.8333333333333,24.5952380952381,0.766,109.119047619048,11.2857142857143,36.9761904761905,48.2619047619048,10.7619047619048,34.3809523809524,45.1428571428571,24.7,48.3,22.5,48.3,56.5,7.4,9.2,12.8,58.9,8,8.5,12.7,113.3,0.288,0.364,0.571,0.53,0.226,106.8,0.274,0.385,0.543,0.503,0.21,"B"
108,"ATL","2017-10-18","2018-01-12",0.292682926829268,"",42,11,31,0.262,240.595238095238,23.5952380952381,8.40476190476191,4.14285714285714,15.0714285714286,19.9047619047619,25.6190476190476,8.42857142857143,5.23809523809524,15.8571428571429,21.0238095238095,240.595238095238,38.5,85,0.453,27.6190476190476,56.1190476190476,0.492,10.8809523809524,28.8809523809524,0.377,16.0952380952381,20.452380952381,0.787,103.97619047619,40.4761904761905,85.3571428571429,0.0112857142857143,28.9285714285714,54.2857142857143,0.533,11.547619047619,31.0714285714286,0.372,15.7857142857143,20.9047619047619,0.755,108.285714285714,9.71428571428571,30.9285714285714,40.6428571428571,10.9047619047619,32.9285714285714,43.8333333333333,22.8,51.9,26.1,51.9,61.3,8.7,7.6,13.8,63.3,8.7,9.3,14.4,107.2,0.241,0.34,0.553,0.517,0.189,111.7,0.245,0.364,0.573,0.542,0.185,"D"
109,"BRK","2019-10-23","2020-01-20",0.486111111111111,"Playoffs",42,18,24,0.429,242.97619047619,23.5714285714286,6.73809523809524,4.66666666666667,15.3571428571429,21.0714285714286,21.8095238095238,8.04761904761905,5.57142857142857,12.8809523809524,21.047619047619,242.97619047619,39.7380952380952,90.2857142857143,0.44,27.452380952381,53.2857142857143,0.515,12.2857142857143,37,0.332,17.5238095238095,23.9285714285714,0.732,109.285714285714,40.9285714285714,93.4523809523809,0.0104285714285714,28.7380952380952,58.7142857142857,0.489,12.1904761904762,34.7380952380952,0.351,17.5714285714286,22.8333333333333,0.77,111.619047619048,10.7142857142857,37.8333333333333,48.5476190476191,10.9047619047619,35.9285714285714,46.8333333333333,23,49.1,22.4,49.1,59.3,6.6,7.9,13.2,53.3,7.8,10.5,11.1,106.3,0.265,0.41,0.542,0.508,0.194,108.5,0.244,0.372,0.539,0.503,0.188,"C"
110,"DEN","2017-10-18","2018-01-12",0.560975609756098,"",42,22,20,0.524,241.785714285714,23.5714285714286,7.71428571428571,4.61904761904762,14.952380952381,17.4761904761905,24.1666666666667,8.30952380952381,4.66666666666667,14.1904761904762,20.3571428571429,241.785714285714,39.7619047619048,85.9285714285714,0.463,28.7857142857143,55.6190476190476,0.518,10.9761904761905,30.3095238095238,0.362,16.3333333333333,21.9285714285714,0.745,106.833333333333,40.3333333333333,85.4285714285714,0.0112380952380952,29.6904761904762,56.6190476190476,0.524,10.6428571428571,28.8095238095238,0.369,14.1428571428571,18.7142857142857,0.756,105.452380952381,11.5238095238095,33.5952380952381,45.1190476190476,9.26190476190476,31.7619047619048,41.0238095238095,26.6,47.6,21.6,47.6,59.3,8,8.2,13.5,59.9,8.6,8.4,13.2,110.6,0.255,0.353,0.559,0.527,0.19,109.2,0.219,0.337,0.563,0.534,0.166,"C"
111,"DAL","2013-10-30","2014-01-18",0.597560975609756,"Playoffs",42,24,18,0.571,240.595238095238,23.547619047619,9.45238095238095,4.33333333333333,13.3571428571429,20.1428571428571,21.5238095238095,7.97619047619048,3.5952380952381,16.1190476190476,18.7380952380952,240.595238095238,39.6904761904762,84.2380952380952,0.471,31.0238095238095,61.4761904761905,0.505,8.66666666666667,22.7619047619048,0.381,15.9761904761905,20.1190476190476,0.794,104.02380952381,37.5,81.0476190476191,0.0110238095238095,29.5238095238095,59.0476190476191,0.5,7.97619047619048,22,0.363,19.6190476190476,25.5714285714286,0.767,102.595238095238,9.66666666666667,30.2857142857143,39.9523809523809,11.6428571428571,32.5714285714286,44.2142857142857,22.9,52.5,27.8,52.5,59.3,10,7.3,12.5,57.4,8.4,5.8,14.9,110,0.239,0.27,0.559,0.523,0.19,108.5,0.316,0.271,0.556,0.512,0.242,"B"
112,"CHI","2017-10-19","2018-01-10",0.329268292682927,"",42,15,27,0.357,242.97619047619,23.5238095238095,6.97619047619048,3.69047619047619,13.1428571428571,18.9761904761905,24.7142857142857,7.11904761904762,4.80952380952381,12.4285714285714,17.2142857142857,242.97619047619,38.7857142857143,88.3095238095238,0.439,28.0238095238095,58.3809523809524,0.48,10.7619047619048,29.9285714285714,0.36,13.9285714285714,18.452380952381,0.755,102.261904761905,40.7619047619048,87.2142857142857,0.0111190476190476,29.4285714285714,56.5476190476191,0.52,11.3333333333333,30.6666666666667,0.37,15.5,19.7619047619048,0.784,108.357142857143,9.26190476190476,35.3571428571429,44.6190476190476,8.33333333333333,37.3095238095238,45.6428571428571,19.9,50.6,19.1,50.6,60.7,7.1,6.5,12,60.6,7.3,8.2,11.5,104.1,0.209,0.339,0.53,0.5,0.158,110.4,0.227,0.352,0.565,0.532,0.178,"D"
113,"HOU","2010-10-26","2011-01-17",0.524390243902439,"",42,19,23,0.452,242.380952380952,23.5238095238095,7.23809523809524,5.04761904761905,13.4285714285714,20.6190476190476,20.8809523809524,7.69047619047619,5.71428571428571,13.3809523809524,22.547619047619,242.380952380952,37.9761904761905,83.4285714285714,0.455,30.2619047619048,62.6904761904762,0.483,7.71428571428571,20.7380952380952,0.372,21.2380952380952,27.0238095238095,0.786,104.904761904762,39.4285714285714,84.4523809523809,0.0111190476190476,33.6666666666667,68.9761904761905,0.488,5.76190476190476,15.4761904761905,0.372,19.9047619047619,25.452380952381,0.782,104.52380952381,11.2142857142857,30.9285714285714,42.1428571428571,11.5238095238095,31,42.5238095238095,26.6,50.2,27.1,50.2,61.9,7.6,7.3,12.3,53,8.1,9.1,12.3,110.6,0.324,0.249,0.55,0.501,0.255,110.2,0.301,0.183,0.546,0.501,0.236,"C"
114,"MIA","2013-10-29","2014-01-21",0.658536585365854,"Conference Champ",42,30,12,0.714,242.97619047619,23.5,9.16666666666667,4.47619047619048,14.547619047619,20,21.2380952380952,8.07142857142857,3.07142857142857,16.5952380952381,21.0952380952381,242.97619047619,38.8809523809524,76.8809523809524,0.506,30.7857142857143,55.1666666666667,0.558,8.09523809523809,21.7142857142857,0.373,18.1190476190476,23.8571428571429,0.759,103.97619047619,36.1904761904762,78.8809523809524,0.0109285714285714,27.6904761904762,55.4761904761905,0.499,8.5,23.4047619047619,0.363,17.5714285714286,23.4761904761905,0.748,98.4523809523809,7.07142857142857,29.4761904761905,36.5476190476191,10.4761904761905,30.047619047619,40.5238095238095,19.1,52.6,26.2,52.6,60.4,9.9,8.1,14.3,58.7,8.7,5.6,15.7,111.8,0.31,0.282,0.595,0.558,0.236,105.9,0.298,0.297,0.552,0.513,0.223,"A"
115,"ATL","2012-11-02","2013-01-23",0.536585365853659,"Playoffs",42,24,18,0.571,242.380952380952,23.5,8.26190476190476,4.88095238095238,14.4285714285714,18.047619047619,21.6666666666667,8.83333333333333,4.80952380952381,14.7619047619048,18.8095238095238,242.380952380952,37.0952380952381,81.1428571428571,0.457,28.3333333333333,58.2142857142857,0.487,8.76190476190476,22.9285714285714,0.382,13,18.6904761904762,0.696,95.9523809523809,36.3809523809524,82.0238095238095,0.0105714285714286,29,62.0714285714286,0.467,7.38095238095238,19.952380952381,0.37,15.3095238095238,19.7142857142857,0.777,95.4523809523809,9.83333333333333,30.7142857142857,40.5476190476191,11.4047619047619,31.8333333333333,43.2380952380952,23.6,51.6,27.1,51.6,63.4,9,7.9,13.9,59.6,9.6,8.3,14,104.6,0.23,0.283,0.537,0.511,0.16,104.1,0.24,0.243,0.526,0.489,0.187,"C"
116,"LAL","2017-10-19","2018-01-13",0.426829268292683,"",42,15,27,0.357,244.166666666667,23.452380952381,8.42857142857143,5.02380952380952,16.2380952380952,22.2857142857143,23,8.28571428571429,5.71428571428571,14.5952380952381,20.3809523809524,244.166666666667,40.6190476190476,89.5476190476191,0.454,31.4761904761905,61.6904761904762,0.51,9.14285714285714,27.8571428571429,0.328,16.1190476190476,23.3809523809524,0.689,106.5,41.0476190476191,90.0238095238095,0.0108571428571429,30.7619047619048,60.0476190476191,0.512,10.2857142857143,29.9761904761905,0.343,17.7857142857143,22.9285714285714,0.776,110.166666666667,11.2380952380952,35.5238095238095,46.7619047619048,10.1190476190476,35.2380952380952,45.3571428571429,24.2,49.2,22.2,49.2,57.7,8.2,8.4,14,56,8.1,9.3,12.7,104.1,0.261,0.311,0.533,0.505,0.18,107.7,0.255,0.333,0.55,0.513,0.198,"D"
117,"DAL","2014-10-28","2015-01-19",0.609756097560976,"Playoffs",42,29,13,0.69,242.97619047619,23.452380952381,8,4.83333333333333,11.8095238095238,20.452380952381,22.3809523809524,6.71428571428571,3.54761904761905,15.5952380952381,22.452380952381,242.97619047619,40.6904761904762,86.5,0.47,31.1904761904762,59.7380952380952,0.522,9.5,26.7619047619048,0.355,17.4761904761905,22.9285714285714,0.762,108.357142857143,38.0714285714286,84.3571428571429,0.0107380952380952,29.3571428571429,60.4523809523809,0.486,8.71428571428571,23.9047619047619,0.365,17.452380952381,23.3095238095238,0.749,102.309523809524,10.8333333333333,31.547619047619,42.3809523809524,12.1428571428571,33.4285714285714,45.5714285714286,24.5,51.8,27.8,51.8,57.6,8.4,8,10.9,58.8,7,5.9,14.2,113.5,0.265,0.309,0.561,0.525,0.202,107.2,0.276,0.283,0.541,0.503,0.207,"B"
118,"DEN","2012-10-31","2013-01-18",0.695121951219512,"Playoffs",42,24,18,0.571,241.785714285714,23.452380952381,8.19047619047619,6.42857142857143,14.6428571428571,20.3809523809524,23.1666666666667,8.59523809523809,6.88095238095238,13.9761904761905,21.8571428571429,241.785714285714,39.5,84.9761904761905,0.465,33.3571428571429,66.2619047619048,0.503,6.14285714285714,18.7142857142857,0.328,17.547619047619,25.7619047619048,0.681,102.690476190476,37.6904761904762,85.8333333333333,0.010452380952381,29.2857142857143,62.5952380952381,0.468,8.40476190476191,23.2380952380952,0.362,16.6190476190476,22.5714285714286,0.736,100.404761904762,13.8809523809524,31.7380952380952,45.6190476190476,12.7380952380952,29.5714285714286,42.3095238095238,31.9,48.1,28.6,48.1,59.4,8.7,10.3,13.2,61.5,9.1,10.4,12.7,109,0.303,0.22,0.533,0.501,0.207,106.5,0.263,0.271,0.524,0.488,0.194,"B"
119,"DEN","2011-12-26","2012-03-11",0.575757575757576,"Playoffs",42,23,19,0.548,244.166666666667,23.4047619047619,8.73809523809524,5.38095238095238,15.2857142857143,19.6190476190476,22.7380952380952,8.21428571428571,6.52380952380952,15.3809523809524,23.2142857142857,244.166666666667,38.1666666666667,81.7619047619048,0.467,31.5238095238095,61.1904761904762,0.515,6.64285714285714,20.5714285714286,0.323,20.8095238095238,28.3095238095238,0.735,103.785714285714,38.5238095238095,84.6666666666667,0.0108333333333333,30.3571428571429,62.4047619047619,0.486,8.16666666666667,22.2619047619048,0.367,15.8809523809524,20.8333333333333,0.762,101.095238095238,11.1190476190476,32.5238095238095,43.6428571428571,10.8809523809524,30.3095238095238,41.1904761904762,26.8,48.6,25.1,48.6,61.3,9.1,8.6,14,59,8.6,10.7,14.1,108.2,0.346,0.252,0.551,0.507,0.255,105.4,0.246,0.263,0.539,0.503,0.188,"B"
120,"CHO","2016-10-26","2017-01-18",0.439024390243902,"",42,21,21,0.5,241.785714285714,23.3571428571429,6.64285714285714,5.09523809523809,11.5952380952381,16.8809523809524,23.952380952381,6.90476190476191,5.90476190476191,12.0952380952381,20.3809523809524,241.785714285714,37.7857142857143,85.7857142857143,0.44,28.2857142857143,58.9285714285714,0.48,9.5,26.8571428571429,0.354,19.952380952381,25.2857142857143,0.789,105.02380952381,39.1666666666667,88.1666666666667,0.0105714285714286,28.3095238095238,57.4523809523809,0.493,10.8571428571429,30.7142857142857,0.353,14.3809523809524,18.452380952381,0.779,103.571428571429,9.33333333333333,36.0476190476191,45.3809523809524,9.52380952380952,35.2857142857143,44.8095238095238,20.9,49.7,20.9,49.7,61.8,6.9,8.9,10.7,61.2,7.1,10,11.2,108.6,0.295,0.313,0.542,0.496,0.233,107.1,0.209,0.348,0.538,0.506,0.163,"D"
121,"MIL","2015-10-28","2016-01-15",0.402439024390244,"",42,17,25,0.405,241.785714285714,23.3095238095238,7.95238095238095,5.47619047619048,14.5714285714286,22.0714285714286,23.8809523809524,8.09523809523809,5.66666666666667,14.9285714285714,19.3809523809524,241.785714285714,37.8333333333333,82.5714285714286,0.458,32.1666666666667,66.5714285714286,0.483,5.66666666666667,16,0.354,16.8095238095238,22.4285714285714,0.749,98.1428571428571,37.6428571428571,82.4523809523809,0.0108809523809524,28.5952380952381,57.5952380952381,0.496,9.04761904761905,24.8571428571429,0.364,19.2380952380952,25.2142857142857,0.763,103.571428571429,10.5952380952381,30.5238095238095,41.1190476190476,11.7380952380952,32,43.7380952380952,24.9,51.5,27.8,51.5,61.6,8.4,9.5,13.6,63.4,8.6,8.5,13.8,104.3,0.272,0.194,0.531,0.493,0.204,110,0.306,0.301,0.554,0.511,0.233,"D"
122,"ATL","2010-10-27","2011-01-17",0.536585365853659,"Playoffs",42,27,15,0.643,240.595238095238,23.3095238095238,6.02380952380952,4.45238095238095,13.1666666666667,19.2619047619048,20.2380952380952,6.54761904761905,4.21428571428571,12.4285714285714,19.5238095238095,240.595238095238,36.8809523809524,78.5714285714286,0.469,30.2857142857143,60.7142857142857,0.499,6.59523809523809,17.8571428571429,0.369,17.7857142857143,22.6666666666667,0.785,98.1428571428571,36.7380952380952,81.1666666666667,0.0107857142857143,31.5,64.8095238095238,0.486,5.23809523809524,16.3571428571429,0.32,16.6666666666667,21.6190476190476,0.771,95.3809523809524,9.38095238095238,30.8571428571429,40.2380952380952,10.547619047619,30.2142857142857,40.7619047619048,23.7,50.3,25.5,50.3,63.2,6.7,6.9,12.9,55.1,7.3,6.9,12.1,108.9,0.288,0.227,0.554,0.511,0.226,105.8,0.266,0.202,0.526,0.485,0.205,"C"
123,"BOS","2019-10-23","2020-01-20",0.666666666666667,"Playoffs",42,28,14,0.667,240.595238095238,23.2857142857143,8.21428571428571,5.76190476190476,12.9761904761905,21.1904761904762,23.1428571428571,6.71428571428571,5.54761904761905,14.7142857142857,20.6666666666667,240.595238095238,41.2142857142857,89.6666666666667,0.46,29.1190476190476,55.6190476190476,0.524,12.0952380952381,34.0476190476191,0.355,17.8095238095238,22.1904761904762,0.803,112.333333333333,38.5714285714286,86.4523809523809,0.0106190476190476,27.0238095238095,53.0714285714286,0.509,11.547619047619,33.3809523809524,0.346,16.9761904761905,22.9285714285714,0.74,105.666666666667,10.6904761904762,35,45.6904761904762,10.0238095238095,34.0714285714286,44.0952380952381,23.9,49.1,22.3,49.1,56.5,8.3,10.9,11.5,60,6.8,10,13.2,113.5,0.247,0.38,0.565,0.527,0.199,106.7,0.265,0.386,0.547,0.513,0.196,"B"
124,"CHI","2011-12-25","2012-03-08",0.757575757575758,"Division Champ",42,33,9,0.786,240,23.2857142857143,7.26190476190476,5.69047619047619,13.5714285714286,17.5238095238095,19.6666666666667,7.30952380952381,4.97619047619048,12.952380952381,17.7857142857143,240,37.9285714285714,82.4285714285714,0.46,31.8095238095238,66.4047619047619,0.479,6.11904761904762,16.0238095238095,0.382,15.6904761904762,21.5952380952381,0.727,97.6666666666667,34.6904761904762,82,0.0100714285714286,29.952380952381,67.8095238095238,0.442,4.73809523809524,14.1904761904762,0.334,14.3809523809524,19.8095238095238,0.726,88.5,13.3571428571429,32.4047619047619,45.7619047619048,11.6428571428571,28.5714285714286,40.2142857142857,31.9,46.8,26.4,46.8,61.4,8.1,8.4,12.9,56.7,8.2,7.5,12.5,109.2,0.262,0.194,0.531,0.497,0.19,98.9,0.242,0.173,0.488,0.452,0.175,"A"
125,"CLE","2017-10-17","2018-01-12",0.609756097560976,"Conference Champ",42,26,16,0.619,240.595238095238,23.2619047619048,7.23809523809524,3.78571428571429,13.6666666666667,18.4761904761905,25.5714285714286,7.54761904761905,4.04761904761905,13.2619047619048,21.1190476190476,240.595238095238,39.3571428571429,83.4761904761905,0.471,27.1428571428571,50.6428571428571,0.536,12.2142857142857,32.8333333333333,0.372,18.6190476190476,23.0952380952381,0.806,109.547619047619,41.3095238095238,87.6428571428571,0.0112142857142857,29.3095238095238,55.3809523809524,0.529,12,32.2619047619048,0.372,13.9047619047619,18.7380952380952,0.742,108.52380952381,8.45238095238095,33.3333333333333,41.7857142857143,10.3809523809524,33.5238095238095,43.9047619047619,20.1,51.2,23.7,51.2,59.1,7.5,6.8,12.7,61.9,7.8,8,12.2,113.3,0.277,0.393,0.585,0.545,0.223,112.2,0.214,0.368,0.566,0.54,0.159,"A"
126,"WAS","2016-10-27","2017-01-19",0.597560975609756,"Division Champ",42,23,19,0.548,241.785714285714,23.2619047619048,8.54761904761905,3.88095238095238,13.7619047619048,21.2857142857143,22.9047619047619,7.54761904761905,4.21428571428571,15,19.452380952381,241.785714285714,40.6190476190476,86.1428571428571,0.472,32.1190476190476,62.9285714285714,0.51,8.5,23.2142857142857,0.366,16.2380952380952,20.6904761904762,0.785,105.97619047619,38.9285714285714,84,0.0110238095238095,28.952380952381,57.1666666666667,0.506,9.97619047619048,26.8333333333333,0.372,17.8095238095238,23.8571428571429,0.747,105.642857142857,10.2380952380952,32.1666666666667,42.4047619047619,10.3333333333333,31.9761904761905,42.3095238095238,24.3,49.9,24.3,49.9,57.3,8.8,6.8,12.6,58.8,7.8,6.7,13.7,109.7,0.24,0.269,0.556,0.521,0.189,109.4,0.284,0.319,0.559,0.523,0.212,"B"
