"Rk","Team","Span.Started","Span.Ended","Final.Record","Postseason","G","W","L","W.L.","MP","AST","STL","BLK","TOV","PF","AST_opp","STL_opp","BLK_opp","TOV_opp","PF_opp","MP_opp","FG","FGA","FG.","X2P","X2PA","X2P.","X3P","X3PA","X3P.","FT","FTA","FT.","PTS","FG_opp","FGA_opp","FG._opp","X2P_opp","X2PA_opp","X2P._opp","X3P_opp","X3PA_opp","X3P._opp","FT_opp","FTA_opp","FT._opp","PTS_opp","ORB","DRB","TRB","ORB_opp","DRB_opp","TRB_opp","ORB_perc","TRB_perc","ORB_perc_opp","TRB_perc_opp","AST_perc","STL_perc","BLK_perc","TOV_perc","AST_perc_opp","STL_perc_opp","BLK_perc_opp","TOV_perc_opp","ORtg","FTr","X3PAr","TS_perc","eFG_perc","FTtoFGA","ORtg_opp","FTr_opp","X3PAr_opp","TS_perc_opp","eFG_perc_opp","FTtoFGA_opp","Y"
30,"LAL","2019-10-22","2020-01-18",0.732394366197183,"Won Championship",42,34,8,0.81,240.595238095238,26.0952380952381,8.52380952380952,7.26190476190476,14.3333333333333,20.7142857142857,22.6428571428571,8,3.95238095238095,14.9761904761905,21.0714285714286,240.595238095238,43.0238095238095,88.5,0.486,31.9761904761905,57.9047619047619,0.552,11.047619047619,30.5952380952381,0.361,17.1190476190476,23.1190476190476,0.74,114.214285714286,38.3809523809524,87.5952380952381,0.0104285714285714,27.547619047619,55.1428571428571,0.5,10.8333333333333,32.4523809523809,0.334,18.047619047619,22.8333333333333,0.79,105.642857142857,10.5,35.3333333333333,45.8333333333333,9.90476190476191,32.3095238095238,42.2142857142857,24.5,47.9,21.9,47.9,60.7,8.5,13.2,12.7,59,8,6.8,13.3,114,0.261,0.346,0.579,0.549,0.193,105.5,0.261,0.37,0.541,0.5,0.206,"A"
31,"BOS","2018-10-16","2019-01-12",0.597560975609756,"Playoffs",42,25,17,0.595,242.380952380952,26,8.73809523809524,5.30952380952381,12.7380952380952,20.8333333333333,22.5,6.85714285714286,3.78571428571429,15.3809523809524,20.0952380952381,242.380952380952,41.4285714285714,90.3809523809524,0.458,28.2380952380952,54.2380952380952,0.521,13.1904761904762,36.1428571428571,0.365,15.8809523809524,19.8809523809524,0.799,111.928571428571,38.2857142857143,86.5476190476191,0.0105238095238095,27.3571428571429,53.6666666666667,0.51,10.9285714285714,32.8809523809524,0.332,18.0714285714286,23.952380952381,0.754,105.571428571429,10.1428571428571,34.9285714285714,45.0714285714286,9.95238095238095,35.6428571428571,45.5952380952381,22.2,50.3,22.2,50.3,62.8,8.8,9.9,11.4,58.8,6.9,7,13.7,112.2,0.22,0.4,0.565,0.531,0.176,105.8,0.277,0.38,0.544,0.506,0.209,"B"
32,"SAC","2020-12-23","2021-03-20",0.430555555555556,"",42,17,25,0.405,240.595238095238,25.9761904761905,6.64285714285714,4.71428571428571,12.9047619047619,20.0238095238095,25.9047619047619,7.42857142857143,4.71428571428571,12.3571428571429,20.047619047619,240.595238095238,42.7857142857143,89.2857142857143,0.479,30.9047619047619,56.3095238095238,0.549,11.8809523809524,32.9761904761905,0.36,17.0714285714286,23.5,0.726,114.52380952381,44.3809523809524,90.4285714285714,0.0116904761904762,31.3571428571429,57.3095238095238,0.547,13.0238095238095,33.1190476190476,0.393,17.8571428571429,22.2619047619048,0.802,119.642857142857,10.2857142857143,32.2619047619048,42.5476190476191,10.4285714285714,34.4285714285714,44.8571428571429,23,51.3,24.4,51.3,60.7,6.6,8.2,11.5,58.4,7.4,8.4,11,114.7,0.263,0.369,0.575,0.546,0.191,119.8,0.246,0.366,0.597,0.563,0.197,"D"
33,"ATL","2014-10-29","2015-01-19",0.731707317073171,"Division Champ",42,34,8,0.81,241.190476190476,25.952380952381,8.95238095238095,4.66666666666667,13.3809523809524,18.1428571428571,23.547619047619,7.14285714285714,4.73809523809524,15.3809523809524,21.0238095238095,241.190476190476,37.9047619047619,80.5952380952381,0.47,28.2380952380952,55.5714285714286,0.508,9.66666666666667,25.0238095238095,0.386,17.5952380952381,22.8095238095238,0.771,103.071428571429,36.1428571428571,83.0476190476191,0.0103571428571429,27.4285714285714,56.9761904761905,0.481,8.71428571428571,26.0714285714286,0.334,15.2619047619048,20.452380952381,0.746,96.2619047619048,8.42857142857143,32.5952380952381,41.0238095238095,11.3095238095238,31.7857142857143,43.0952380952381,21,51.2,25.8,51.2,68.5,9.6,8.2,12.9,65.2,7.6,8.5,14.3,110.2,0.283,0.31,0.569,0.53,0.218,102.9,0.246,0.314,0.523,0.488,0.184,"A"
34,"PHI","2017-10-18","2018-01-20",0.634146341463415,"Playoffs",42,22,20,0.524,242.380952380952,25.9047619047619,8.5,5.11904761904762,17.4285714285714,23.3571428571429,20.9047619047619,9.21428571428571,5.42857142857143,14.3809523809524,21.0714285714286,242.380952380952,40.0952380952381,86.4285714285714,0.464,29.7142857142857,57.3333333333333,0.518,10.3809523809524,29.0952380952381,0.357,17.7619047619048,23.2619047619048,0.764,108.333333333333,38.4047619047619,87.8809523809524,0.0104047619047619,28.4285714285714,58.4047619047619,0.487,9.97619047619048,29.4761904761905,0.338,20.3809523809524,26.8809523809524,0.758,107.166666666667,11.0714285714286,36.2857142857143,47.3571428571429,10.1904761904762,32.2380952380952,42.4285714285714,25.6,47.3,21.9,47.3,64.6,8.4,8.8,15.3,54.4,9.1,9.5,12.6,107.3,0.269,0.337,0.56,0.524,0.206,106.1,0.306,0.335,0.537,0.494,0.232,"B"
35,"MIL","2019-10-24","2020-01-14",0.767123287671233,"Division Champ",42,36,6,0.857,240.595238095238,25.8571428571429,7.71428571428571,6.35714285714286,13.9285714285714,19.0952380952381,23.9761904761905,7.14285714285714,4.47619047619048,14.0238095238095,21.5952380952381,240.595238095238,43.7380952380952,91.3095238095238,0.479,29.9047619047619,52.2857142857143,0.572,13.8333333333333,39.0238095238095,0.354,18.0952380952381,24.6190476190476,0.735,119.404761904762,38.5238095238095,93.5714285714286,0.00980952380952381,24.547619047619,55.3095238095238,0.444,13.9761904761905,38.2619047619048,0.365,15.7619047619048,20.452380952381,0.771,106.785714285714,9.78571428571429,42,51.7857142857143,9.73809523809524,36.5238095238095,46.2619047619048,21.1,47.2,18.8,47.2,59.1,7.4,11.5,12,62.2,6.8,8.6,12,114.3,0.27,0.427,0.585,0.555,0.198,102.2,0.219,0.409,0.521,0.486,0.168,"A"
36,"IND","2019-10-23","2020-01-17",0.616438356164384,"Playoffs",42,27,15,0.643,241.785714285714,25.8571428571429,6.85714285714286,5.09523809523809,12.3809523809524,19.8333333333333,23.1904761904762,6.47619047619048,4.69047619047619,13.4761904761905,18.7857142857143,241.785714285714,41.9761904761905,88.9047619047619,0.472,31.8809523809524,61.3809523809524,0.519,10.0952380952381,27.5238095238095,0.367,15.3571428571429,19.3095238095238,0.795,109.404761904762,39.1428571428571,88.1904761904762,0.0105714285714286,27.9761904761905,55.4761904761905,0.504,11.1666666666667,32.7142857142857,0.341,16.8095238095238,21.5,0.782,106.261904761905,9.21428571428571,34.3809523809524,43.5952380952381,10.0714285714286,34.6190476190476,44.6904761904762,21,50.6,22.7,50.6,61.6,7,9.2,11.3,59.2,6.6,7.6,12.1,111.1,0.217,0.31,0.562,0.529,0.173,107.9,0.244,0.371,0.544,0.507,0.191,"B"
37,"IND","2018-10-17","2019-01-11",0.585365853658537,"Playoffs",42,28,14,0.667,240.595238095238,25.7619047619048,9.11904761904762,4.97619047619048,14.0714285714286,19.1428571428571,23.6666666666667,7.52380952380952,5.30952380952381,15.6428571428571,20.1666666666667,240.595238095238,41.8809523809524,86.9047619047619,0.482,32.6190476190476,61.9285714285714,0.527,9.26190476190476,24.9761904761905,0.371,15.4047619047619,20.7142857142857,0.744,108.428571428571,38.0714285714286,85.5952380952381,0.0105952380952381,26.4047619047619,53.3809523809524,0.495,11.6666666666667,32.2142857142857,0.362,15.3333333333333,19.8333333333333,0.773,103.142857142857,9.30952380952381,34.1666666666667,43.4761904761905,10.047619047619,32.4523809523809,42.5,22.3,49.4,22.7,49.4,61.5,9.3,9.3,12.8,62.2,7.7,8.6,14.2,110.6,0.238,0.287,0.565,0.535,0.177,105.2,0.232,0.376,0.547,0.513,0.179,"B"
38,"MIA","2020-12-23","2021-03-19",0.555555555555556,"Playoffs",42,22,20,0.524,241.785714285714,25.6904761904762,7.47619047619048,3.95238095238095,14.2857142857143,19.2380952380952,25.4285714285714,8.14285714285714,3.88095238095238,14.5,20.4047619047619,241.785714285714,38.3095238095238,83.5476190476191,0.459,25.7142857142857,47.0476190476191,0.547,12.5952380952381,36.5,0.345,17.1428571428571,21.547619047619,0.796,106.357142857143,38.6190476190476,86.8571428571429,0.0105952380952381,23.9285714285714,46.4047619047619,0.516,14.6904761904762,40.4523809523809,0.363,15.5952380952381,19.8571428571429,0.785,107.52380952381,7.73809523809524,34.8571428571429,42.5952380952381,10.4285714285714,33.8571428571429,44.2857142857143,18.6,51,23,51,67.1,7.7,8.5,13.3,65.8,8.4,8.2,13.2,109.2,0.258,0.437,0.572,0.534,0.205,110.4,0.229,0.466,0.562,0.529,0.18,"C"
39,"ATL","2015-10-27","2016-01-18",0.585365853658537,"Playoffs",42,25,17,0.595,240.595238095238,25.6904761904762,9.5,5.59523809523809,14.2619047619048,19.0714285714286,22.1428571428571,8.35714285714286,5.19047619047619,16.1190476190476,18.5952380952381,240.595238095238,38.6904761904762,83.6904761904762,0.462,29.5714285714286,57.0476190476191,0.518,9.11904761904762,26.6428571428571,0.342,16.0952380952381,20.3095238095238,0.792,102.595238095238,37.5714285714286,84.4761904761905,0.0105952380952381,29.1666666666667,61.0952380952381,0.477,8.40476190476191,23.3809523809524,0.359,16.5952380952381,21.4761904761905,0.773,100.142857142857,8.52380952380952,32.0714285714286,40.5952380952381,11.3333333333333,34.0476190476191,45.3809523809524,20,52.8,26.1,52.8,66.4,9.9,9.2,13.3,58.9,8.7,9.1,14.6,106.6,0.243,0.318,0.554,0.517,0.192,104,0.254,0.277,0.533,0.495,0.196,"B"
40,"MIA","2021-10-21","2022-01-14",0.646341463414634,"Division Champ",42,27,15,0.643,241.190476190476,25.6666666666667,6.95238095238095,3.14285714285714,13.7619047619048,20.0238095238095,23.4047619047619,7.28571428571429,4.38095238095238,14.6666666666667,19.8333333333333,241.190476190476,39.5476190476191,85.7857142857143,0.461,25.8571428571429,49.5238095238095,0.522,13.6904761904762,36.2619047619048,0.378,16.1666666666667,20.0714285714286,0.805,108.952380952381,36.7857142857143,83.3809523809524,0.0105,23.0952380952381,44.3095238095238,0.521,13.6904761904762,39.0714285714286,0.35,16.9285714285714,21.5238095238095,0.787,104.190476190476,10.8571428571429,34,44.8571428571429,9.19047619047619,32,41.1904761904762,25.3,47.9,21.3,47.9,64.9,7.3,7.1,12.7,63.6,7.6,8.8,13.6,114.1,0.234,0.423,0.576,0.541,0.188,109.1,0.258,0.469,0.561,0.523,0.203,"B"
41,"BRK","2021-10-19","2022-01-15",0.536585365853659,"Playoffs",42,27,15,0.643,241.190476190476,25.6666666666667,7.14285714285714,5.71428571428571,13.3809523809524,19.7619047619048,22.952380952381,7.83333333333333,5.02380952380952,12.3571428571429,19.6904761904762,241.190476190476,41.4285714285714,87.9047619047619,0.471,30.2857142857143,56.0476190476191,0.54,11.1428571428571,31.8571428571429,0.35,17.7380952380952,21.5238095238095,0.824,111.738095238095,40,91.6190476190476,0.0104047619047619,28.0238095238095,54.7619047619048,0.512,11.9761904761905,36.8571428571429,0.325,17.1190476190476,21.7619047619048,0.787,109.095238095238,9.71428571428571,35.8333333333333,45.5476190476191,11.2857142857143,33.4285714285714,44.7142857142857,22.5,49.5,24,49.5,62,7.2,10.4,12.1,57.4,7.9,9,10.9,112.9,0.245,0.362,0.574,0.535,0.202,110.2,0.238,0.402,0.539,0.502,0.187,"C"
42,"SAC","2018-10-17","2019-01-10",0.475609756097561,"",42,21,21,0.5,240.595238095238,25.6666666666667,8.45238095238095,4.61904761904762,13.547619047619,21.952380952381,25.1428571428571,8.07142857142857,5.30952380952381,16.1666666666667,21.7380952380952,240.595238095238,43.6904761904762,92.8571428571429,0.471,31.9285714285714,62.6904761904762,0.509,11.7619047619048,30.1666666666667,0.39,15.7619047619048,22.3095238095238,0.707,114.904761904762,42.7142857142857,90.6904761904762,0.0112142857142857,30.9285714285714,56.6666666666667,0.546,11.7857142857143,34.0238095238095,0.346,18.8333333333333,24.6666666666667,0.764,116.047619047619,10.547619047619,34.0238095238095,44.5714285714286,11.3095238095238,36.9523809523809,48.2619047619048,22.2,52,24.9,52,58.7,8.1,8.2,11.7,58.9,7.8,8.5,13.7,110.8,0.24,0.325,0.56,0.534,0.17,111.9,0.272,0.375,0.571,0.536,0.208,"C"
43,"HOU","2016-10-26","2017-01-13",0.670731707317073,"Playoffs",42,31,11,0.738,241.785714285714,25.5714285714286,8.09523809523809,4.57142857142857,14.8095238095238,19.7619047619048,21.9285714285714,8.38095238095238,4.85714285714286,13.9047619047619,19.8333333333333,241.785714285714,40.5238095238095,86.6428571428571,0.468,25.6904761904762,46.7619047619048,0.549,14.8333333333333,39.8809523809524,0.372,18.452380952381,24.3571428571429,0.758,114.333333333333,39.9047619047619,87.2857142857143,0.0108809523809524,29.8809523809524,59.6190476190476,0.501,10.0238095238095,27.6666666666667,0.362,17.6666666666667,22.5714285714286,0.783,107.5,10.9047619047619,33.2142857142857,44.1190476190476,10.4047619047619,32.2380952380952,42.6428571428571,25.3,49.1,23.9,49.1,63.1,8.2,7.7,13.2,55,8.5,10.4,12.5,116.2,0.281,0.46,0.587,0.553,0.213,109.2,0.259,0.317,0.553,0.515,0.202,"B"
44,"TOR","2019-10-22","2020-01-18",0.736111111111111,"Division Champ",42,28,14,0.667,242.380952380952,25.5238095238095,8.59523809523809,5.19047619047619,14.0952380952381,21.2142857142857,25.2380952380952,6.95238095238095,5.47619047619048,15.8571428571429,19.6904761904762,242.380952380952,40.2619047619048,88.7380952380952,0.454,26.6904761904762,52.5714285714286,0.508,13.5714285714286,36.1666666666667,0.375,17.6904761904762,22.1190476190476,0.8,111.785714285714,38.0714285714286,89.3809523809524,0.0101428571428571,25.2857142857143,51,0.496,12.7857142857143,38.3809523809524,0.333,16.9761904761905,22.3095238095238,0.761,105.904761904762,10.047619047619,35.8095238095238,45.8571428571429,11.5,35.3095238095238,46.8095238095238,22.2,50.5,24.3,50.5,63.4,8.6,10.2,12.5,66.3,6.9,10.4,13.8,111.3,0.249,0.408,0.568,0.53,0.199,105.4,0.25,0.429,0.534,0.497,0.19,"A"
45,"WAS","2019-10-23","2020-01-20",0.347222222222222,"",42,14,28,0.333,240.595238095238,25.5,7.76190476190476,4.21428571428571,13.6666666666667,22.2380952380952,25.4285714285714,7.54761904761905,5.35714285714286,15.1904761904762,21.2857142857143,240.595238095238,42.2619047619048,91.8809523809524,0.46,30.4761904761905,59.5476190476191,0.512,11.7857142857143,32.3333333333333,0.365,18.0238095238095,23.2619047619048,0.775,114.333333333333,43.4761904761905,89.0238095238095,0.0116190476190476,31.2142857142857,55.7619047619048,0.56,12.2619047619048,33.2619047619048,0.369,20.547619047619,26.3809523809524,0.779,119.761904761905,10.5,31.9285714285714,42.4285714285714,10.547619047619,35.8571428571429,46.4047619047619,22.7,52.2,24.8,52.2,60.3,7.6,7.6,11.8,58.5,7.3,9,13.1,111.3,0.253,0.352,0.56,0.524,0.196,116.5,0.296,0.374,0.595,0.557,0.231,"D"
46,"CLE","2021-10-20","2022-01-12",0.536585365853659,"",42,24,18,0.571,240,25.4285714285714,7.23809523809524,4.42857142857143,13.8095238095238,16.6428571428571,23.1428571428571,8.71428571428571,4.76190476190476,13.0714285714286,18.5,240,39.7619047619048,85.5476190476191,0.465,27.6428571428571,51.1190476190476,0.541,12.1190476190476,34.4285714285714,0.352,15.6666666666667,20.2142857142857,0.775,107.309523809524,38.7142857142857,88.0714285714286,0.0104761904761905,27.3333333333333,54.2142857142857,0.504,11.3809523809524,33.8571428571429,0.336,13.4285714285714,17.8809523809524,0.751,102.238095238095,10.0714285714286,35.4523809523809,45.5238095238095,10.7857142857143,32.5952380952381,43.3809523809524,23.6,48.8,23.3,48.8,64,7.5,8.2,12.8,59.8,9.1,9.3,12,112,0.236,0.402,0.568,0.536,0.183,106.7,0.203,0.384,0.533,0.504,0.152,"C"
47,"NOP","2019-10-22","2020-01-16",0.416666666666667,"",42,16,26,0.381,242.97619047619,25.4047619047619,7.35714285714286,5.14285714285714,14.9285714285714,21.6190476190476,24.6190476190476,8.16666666666667,4.38095238095238,14,20.2619047619048,242.97619047619,41.8095238095238,92.5714285714286,0.452,27.7142857142857,54.2380952380952,0.511,14.0952380952381,38.3333333333333,0.368,16.0714285714286,21.8095238095238,0.737,113.785714285714,42.3809523809524,90.7142857142857,0.0111190476190476,29.9047619047619,56.8571428571429,0.526,12.4761904761905,33.8571428571429,0.368,20.047619047619,25.3333333333333,0.791,117.285714285714,10.9761904761905,34.9047619047619,45.8809523809524,9.83333333333333,36.2619047619048,46.0952380952381,23.2,50.1,22,50.1,60.8,7.1,9,12.7,58.1,7.9,8.1,12.1,109.9,0.236,0.414,0.557,0.528,0.174,113.3,0.279,0.373,0.576,0.536,0.221,"D"
48,"ATL","2018-10-17","2019-01-11",0.353658536585366,"",42,13,29,0.31,240.595238095238,25.4047619047619,8.71428571428571,5.40476190476191,18.2619047619048,23.6904761904762,27.5238095238095,10.9047619047619,5.42857142857143,15.7619047619048,22.9047619047619,240.595238095238,40.1904761904762,89.8571428571429,0.447,28.7619047619048,55.7142857142857,0.516,11.4285714285714,34.1428571428571,0.335,17.2380952380952,23.4047619047619,0.737,109.047619047619,42.1904761904762,89.3333333333333,0.0112380952380952,30.0238095238095,56.0714285714286,0.535,12.1666666666667,33.2619047619048,0.366,20.7380952380952,27.8571428571429,0.744,117.285714285714,11.547619047619,33.8809523809524,45.4285714285714,10.4047619047619,35.0714285714286,45.4761904761905,24.8,50,23.5,50,63.2,8.4,9.6,15.4,65.2,10.4,9.7,13.4,104.5,0.26,0.38,0.544,0.511,0.192,112.4,0.312,0.372,0.577,0.54,0.232,"D"
49,"ATL","2013-10-30","2014-01-24",0.463414634146341,"Playoffs",42,22,20,0.524,242.97619047619,25.4047619047619,8.78571428571429,4.52380952380952,14.7619047619048,18.8333333333333,23.2857142857143,7.80952380952381,4.52380952380952,14.8809523809524,19.5952380952381,242.97619047619,37.9047619047619,82.6190476190476,0.459,28.7380952380952,57.4285714285714,0.5,9.16666666666667,25.1904761904762,0.364,16.8571428571429,21.5714285714286,0.781,101.833333333333,38.9523809523809,84.4285714285714,0.0109761904761905,31.047619047619,62.7380952380952,0.495,7.90476190476191,21.6904761904762,0.364,15.5714285714286,20.8095238095238,0.748,101.380952380952,9.14285714285714,31.6904761904762,40.8333333333333,10.7380952380952,32.9761904761905,43.7142857142857,21.7,51.7,25.3,51.7,67,9.2,7.2,13.8,59.8,8.2,7.9,13.7,106.7,0.261,0.305,0.553,0.514,0.204,106.2,0.246,0.257,0.542,0.508,0.184,"C"
50,"SAS","2012-10-31","2013-01-18",0.707317073170732,"Conference Champ",42,31,11,0.738,242.97619047619,25.3333333333333,8.54761904761905,5.45238095238095,14.7380952380952,17.4047619047619,20.7857142857143,8.57142857142857,4.83333333333333,14.2619047619048,18.5714285714286,242.97619047619,39.6904761904762,81.6190476190476,0.486,30.952380952381,59.0714285714286,0.524,8.73809523809524,22.547619047619,0.388,16.4047619047619,20.6428571428571,0.795,104.52380952381,37.4761904761905,85.2380952380952,0.0104761904761905,31.7857142857143,67.4285714285714,0.471,5.69047619047619,17.8095238095238,0.32,15.5238095238095,20.3809523809524,0.762,96.1666666666667,8.28571428571429,33.2857142857143,41.5714285714286,11.2142857142857,30.6428571428571,41.8571428571429,21.3,50.2,25.2,50.2,63.8,9,8.1,14,55.5,9,8.2,13.1,110.2,0.253,0.276,0.576,0.54,0.201,101.3,0.239,0.209,0.51,0.473,0.182,"A"
51,"MEM","2021-10-20","2022-01-09",0.682926829268293,"Division Champ",42,28,14,0.667,241.190476190476,25.2619047619048,10.1666666666667,6.21428571428571,12.7142857142857,19.2380952380952,24.8095238095238,7.26190476190476,6.35714285714286,14.5952380952381,18.7380952380952,241.190476190476,42.2380952380952,92.7619047619048,0.455,30.7380952380952,59.3333333333333,0.518,11.5,33.4285714285714,0.344,16.0952380952381,21.547619047619,0.747,112.071428571429,39.4523809523809,87.4285714285714,0.0107380952380952,26.7142857142857,52.4285714285714,0.51,12.7380952380952,35,0.364,16.2142857142857,20.9047619047619,0.776,107.857142857143,13.4285714285714,34.8095238095238,48.2380952380952,9.80952380952381,32.8571428571429,42.6666666666667,29,46.9,22,46.9,59.8,10.3,11.9,11.1,62.9,7.4,10.7,13.1,113.5,0.232,0.36,0.548,0.517,0.174,109.2,0.239,0.4,0.558,0.524,0.185,"B"
52,"WAS","2018-10-18","2019-01-09",0.390243902439024,"",42,17,25,0.405,243.571428571429,25.2142857142857,8.95238095238095,5.07142857142857,13.7380952380952,21.5714285714286,25.6666666666667,7.90476190476191,4.71428571428571,16.3095238095238,22.3333333333333,243.571428571429,41.7380952380952,89.7142857142857,0.465,30.8333333333333,56.8571428571429,0.542,10.9047619047619,32.8571428571429,0.332,18.5714285714286,24.3333333333333,0.763,112.952380952381,42.5238095238095,89.9047619047619,0.0112619047619048,30.452380952381,57.3333333333333,0.531,12.0714285714286,32.5714285714286,0.371,19.4285714285714,24.8571428571429,0.782,116.547619047619,9.07142857142857,31.5238095238095,40.5952380952381,12,35.9523809523809,47.9523809523809,20.1,54.2,27.6,54.2,60.4,8.7,8.8,12,60.4,7.7,8.3,13.9,110.2,0.271,0.366,0.562,0.526,0.207,113.7,0.276,0.362,0.578,0.54,0.216,"D"
